,Customer,State,Customer Lifetime Value,Coverage,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,response Rate
7629,LW43115,California,2725.356404,Basic,Master,Employed,F,36650,Rural,Married,69,2.0,70,1.0,1,Personal Auto,Personal L2,Offer2,Web,56.60333,Four-Door Car,Large,1
7630,VA78645,California,2188.655055,Basic,College,Unemployed,M,0,Suburban,Single,67,29.0,49,1.0,1,Personal Auto,Personal L3,Offer3,Branch,321.6,Four-Door Car,Medsize,0
7631,LQ24783,Oregon,6162.19867,Extended,Doctor,Employed,F,80590,Rural,Married,76,26.0,4,0.0,3,Corporate Auto,Corporate L3,Offer4,Agent,104.06843,Four-Door Car,Medsize,0
7632,MW62634,California,2227.072755,Basic,High School or Below,Retired,M,27972,Suburban,Married,61,7.0,38,0.0,1,Corporate Auto,Corporate L3,Offer3,Web,292.8,Four-Door Car,Medsize,1
7633,DB16336,Nevada,2659.70565,Extended,College,Unemployed,F,0,Suburban,Divorced,87,15.149070740488469,4,0.384256105867471,1,Corporate Auto,Corporate L3,Offer2,Agent,420.041981,Four-Door Car,Medsize,1
7634,OQ90898,California,13955.56961,Basic,Master,Employed,M,90279,Urban,Divorced,115,7.0,64,0.0,2,Personal Auto,Personal L1,Offer3,Call Center,372.175592,SUV,Medsize,0
7635,ZV93969,Washington,4754.449647,Extended,College,Unemployed,F,0,Suburban,Single,136,15.149070740488469,46,0.384256105867471,1,Corporate Auto,Corporate L1,Offer1,Call Center,652.8,SUV,Medsize,0
7636,UG49494,California,5765.502751,Basic,High School or Below,Employed,F,57846,Suburban,Single,73,7.0,42,1.0,3,Personal Auto,Personal L1,Offer1,Agent,481.014309,Four-Door Car,Medsize,0
7637,OX87524,California,2611.128028,Basic,Master,Employed,F,90349,Suburban,Divorced,64,31.0,77,0.0,1,Personal Auto,Personal L3,Offer4,Branch,435.7186,Four-Door Car,Medsize,0
7638,UB18338,Oregon,12168.74492,Basic,Bachelor,Retired,M,14973,Suburban,Divorced,115,2.0,75,0.0,2,Personal Auto,Personal L1,Offer1,Branch,828.0,SUV,Medsize,1
7639,LT89398,California,3420.452207,Extended,High School or Below,Unemployed,M,0,Suburban,Married,92,2.0,38,0.0,1,Personal Auto,Personal L2,Offer4,Web,441.6,Four-Door Car,Small,0
7640,YP29527,Oregon,8272.330818,Basic,College,Employed,M,96689,Rural,Married,103,34.0,80,0.0,5,Personal Auto,Personal L2,Offer1,Agent,37.802583,Sports Car,Medsize,0
7641,WF51811,Arizona,2719.506996,Basic,College,Retired,F,14030,Suburban,Married,72,11.0,3,0.0,1,Personal Auto,Personal L2,Offer2,Branch,345.6,Two-Door Car,Large,1
7642,RT80802,Nevada,11658.59927,Basic,College,Disabled,M,19851,Rural,Married,102,33.0,51,0.0,2,Personal Auto,Personal L3,Offer1,Branch,220.038588,Sports Car,Small,0
7643,QN36109,Nevada,4554.557242,Basic,Master,Employed,F,85140,Rural,Single,118,7.0,11,4.0,1,Personal Auto,Personal L3,Offer1,Branch,88.17994,SUV,Medsize,0
7644,ND42562,California,8991.124186,Extended,High School or Below,Unemployed,M,0,Suburban,Single,127,29.0,25,0.0,4,Personal Auto,Personal L3,Offer2,Call Center,1176.285998,Sports Car,Large,0
7645,VL37375,California,6185.09653,Extended,Bachelor,Unemployed,M,0,Suburban,Single,92,8.0,28,0.0,3,Personal Auto,Personal L3,Offer1,Branch,1027.177255,Two-Door Car,Small,0
7646,WV57813,Oregon,5132.684537,Basic,Bachelor,Unemployed,F,0,Suburban,Single,73,21.0,31,0.0,3,Personal Auto,Personal L2,Offer1,Branch,525.6,Four-Door Car,Medsize,0
7647,HR48520,Oregon,3915.798108,Basic,Bachelor,Unemployed,M,0,Suburban,Single,109,2.0,86,0.0,1,Personal Auto,Personal L2,Offer1,Call Center,784.8,SUV,Large,0
7648,RS60249,Oregon,4253.283113,Basic,Bachelor,Unemployed,M,0,Suburban,Single,62,15.149070740488469,8,0.384256105867471,5,Personal Auto,Personal L2,Offer1,Branch,446.4,Two-Door Car,Medsize,0
7649,HQ41200,Oregon,7974.949597,Premium,College,Employed,F,26118,Suburban,Divorced,101,30.0,2,0.0,9,Personal Auto,Personal L3,Offer1,Agent,484.8,Four-Door Car,Medsize,0
7650,BY62906,Arizona,27990.35769,Basic,High School or Below,Employed,M,22971,Suburban,Married,101,24.0,8,0.0,2,Personal Auto,Personal L3,Offer2,Web,562.021558,SUV,Medsize,0
7651,GB75821,Oregon,15304.51777,Basic,Bachelor,Employed,M,40269,Suburban,Married,193,32.0,27,0.0,3,Personal Auto,Personal L1,Offer3,Agent,926.4,Luxury SUV,Small,0
7652,LH92841,Washington,7255.953792,Extended,Bachelor,Employed,F,88891,Rural,Married,89,17.0,56,0.0,3,Personal Auto,Personal L2,Offer1,Branch,50.528355,Four-Door Car,Medsize,0
7653,HG81101,Washington,2911.923334,Basic,Bachelor,Employed,F,20327,Suburban,Married,74,26.0,44,0.0,1,Personal Auto,Personal L1,Offer3,Web,824.254866,Four-Door Car,Medsize,0
7654,KN13494,California,5181.620895,Basic,Master,Employed,F,97131,Suburban,Married,64,5.0,80,0.0,6,Personal Auto,Personal L1,Offer2,Agent,307.2,Four-Door Car,Small,1
7655,GP87031,California,3210.136249,Extended,College,Medical Leave,F,23554,Suburban,Divorced,86,7.0,17,0.0,1,Corporate Auto,Corporate L3,Offer4,Web,412.8,Four-Door Car,Small,0
7656,HB59616,Washington,4502.980016,Basic,College,Unemployed,F,0,Suburban,Single,64,29.0,72,0.0,6,Personal Auto,Personal L2,Offer1,Agent,307.2,Two-Door Car,Large,0
7657,ST52914,Arizona,6042.9119,Extended,College,Employed,M,25899,Suburban,Divorced,79,10.0,11,0.0,8,Personal Auto,Personal L3,Offer4,Branch,568.8,Two-Door Car,Medsize,0
7658,DJ93289,California,4887.344366,Basic,High School or Below,Employed,F,66707,Rural,Married,61,19.0,24,0.0,8,Personal Auto,Personal L3,Offer4,Agent,71.980757,Two-Door Car,Large,0
7659,ZK11389,Oregon,23594.6802,Basic,Bachelor,Employed,M,76358,Rural,Married,66,25.0,3,0.0,2,Corporate Auto,Corporate L1,Offer3,Agent,86.461582,Four-Door Car,Medsize,1
7660,FG69718,California,9780.852337,Extended,High School or Below,Unemployed,F,0,Suburban,Single,132,15.149070740488469,47,0.384256105867471,3,Corporate Auto,Corporate L3,Offer1,Call Center,950.4,SUV,Medsize,0
7661,CN17219,Oregon,25581.61014,Basic,College,Employed,M,27961,Suburban,Married,72,15.0,64,0.0,2,Personal Auto,Personal L3,Offer1,Agent,345.6,Two-Door Car,Small,0
7662,PD82395,Arizona,8649.997286,Premium,Bachelor,Unemployed,F,0,Suburban,Married,115,0.0,3,0.0,3,Special Auto,Special L1,Offer1,Branch,824.597262,Four-Door Car,Small,0
7663,GU96042,California,7988.506358,Basic,High School or Below,Employed,M,58268,Urban,Married,67,12.0,82,0.0,2,Corporate Auto,Corporate L3,Offer1,Agent,228.641342,Two-Door Car,Medsize,0
7664,OF20965,Nevada,7284.363465,Extended,Bachelor,Employed,F,67780,Suburban,Divorced,92,0.0,72,0.0,3,Personal Auto,Personal L2,Offer3,Call Center,601.455036,Four-Door Car,Small,0
7665,TG37259,California,3373.869214,Extended,Master,Employed,M,28989,Suburban,Married,85,12.0,7,0.0,1,Personal Auto,Personal L2,Offer2,Call Center,408.0,Four-Door Car,Medsize,0
7666,NS45347,Oregon,5631.451866,Basic,College,Medical Leave,F,17291,Suburban,Married,73,3.0,25,0.0,5,Personal Auto,Personal L2,Offer1,Agent,350.4,Four-Door Car,Medsize,0
7667,NS39326,California,4625.548098,Basic,College,Employed,F,66670,Urban,Married,114,23.0,6,0.0,1,Personal Auto,Personal L3,Offer3,Agent,518.180364,SUV,Medsize,0
7668,HM21382,Washington,2402.333284,Basic,Bachelor,Employed,M,46210,Suburban,Married,61,24.0,44,3.0,1,Personal Auto,Personal L3,Offer2,Branch,439.2,Two-Door Car,Medsize,0
7669,ZD71862,Oregon,19253.03441,Premium,High School or Below,Employed,F,39895,Urban,Married,160,32.0,45,0.0,2,Personal Auto,Personal L3,Offer3,Agent,765.591167,SUV,Small,0
7670,EW67348,Nevada,4834.710493,Basic,College,Employed,F,38713,Suburban,Divorced,66,31.0,69,4.0,6,Personal Auto,Personal L3,Offer2,Call Center,316.8,Four-Door Car,Medsize,1
7671,YN46118,Arizona,4961.574919,Basic,High School or Below,Employed,F,20951,Suburban,Single,65,2.0,50,0.0,5,Personal Auto,Personal L1,Offer2,Branch,312.0,Four-Door Car,Small,0
7672,LD53393,California,7417.406267,Basic,Bachelor,Employed,M,67454,Suburban,Married,185,3.0,71,0.0,1,Personal Auto,Personal L1,Offer2,Agent,1332.0,Luxury Car,Large,0
7673,RQ88363,California,5155.529312,Basic,College,Employed,F,77857,Rural,Married,64,0.0,99,0.0,9,Personal Auto,Personal L3,Offer1,Agent,160.62847,Four-Door Car,Small,0
7674,ZE76673,Oregon,10972.06778,Extended,Doctor,Employed,M,24164,Suburban,Divorced,137,2.0,40,0.0,5,Personal Auto,Personal L1,Offer2,Agent,657.6,Sports Car,Medsize,1
7675,CY12922,Arizona,2506.360995,Basic,College,Unemployed,M,0,Suburban,Single,73,15.149070740488469,19,0.384256105867471,1,Personal Auto,Personal L2,Offer2,Web,525.6,Four-Door Car,Small,0
7676,IC74050,California,6153.394838,Premium,High School or Below,Disabled,F,23939,Suburban,Married,160,33.0,78,1.0,1,Personal Auto,Personal L2,Offer1,Call Center,768.0,SUV,Medsize,0
7677,JP87331,Arizona,22315.05787,Basic,High School or Below,Unemployed,M,0,Suburban,Single,67,33.0,54,0.0,2,Personal Auto,Personal L3,Offer1,Branch,482.4,Four-Door Car,Medsize,0
7678,EE96187,Oregon,7109.341438,Extended,High School or Below,Employed,F,92423,Urban,Married,88,5.0,79,0.0,6,Personal Auto,Personal L1,Offer2,Branch,404.243868,Four-Door Car,Medsize,0
7679,UK70255,California,30475.78048,Extended,College,Employed,F,97298,Rural,Single,128,16.0,38,0.0,2,Personal Auto,Personal L3,Offer4,Web,48.517439,Sports Car,Medsize,0
7680,JP27787,Oregon,5674.136445,Basic,College,Employed,F,65775,Rural,Divorced,72,16.0,98,0.0,4,Personal Auto,Personal L2,Offer2,Agent,171.426318,Four-Door Car,Medsize,0
7681,PD22502,California,4799.621411,Basic,Bachelor,Unemployed,F,0,Suburban,Married,65,11.0,25,0.0,4,Personal Auto,Personal L3,Offer1,Agent,312.0,Two-Door Car,Small,0
7682,WC21120,California,8002.308333,Basic,College,Unemployed,F,0,Suburban,Married,107,3.0,65,0.0,3,Personal Auto,Personal L1,Offer1,Agent,513.6,SUV,Medsize,1
7683,LM93586,Arizona,3677.784051,Extended,High School or Below,Employed,M,32314,Suburban,Married,92,7.0,80,0.0,1,Personal Auto,Personal L1,Offer2,Agent,662.4,Four-Door Car,Medsize,0
7684,WG29557,California,5067.514799,Basic,Master,Employed,M,74919,Urban,Married,63,10.0,31,0.0,9,Personal Auto,Personal L2,Offer2,Branch,206.24435,Four-Door Car,Medsize,0
7685,UU93074,California,11701.06985,Premium,College,Employed,M,32435,Suburban,Married,297,24.0,68,0.0,1,Personal Auto,Personal L1,Offer1,Agent,1767.348807,Luxury Car,Medsize,0
7686,GA46608,Oregon,2500.834374,Basic,Bachelor,Employed,M,25899,Suburban,Married,63,20.0,36,0.0,1,Personal Auto,Personal L1,Offer3,Agent,302.4,Four-Door Car,Medsize,0
7687,IM98086,California,3230.576665,Extended,College,Employed,M,62873,Urban,Divorced,81,0.0,41,0.0,1,Personal Auto,Personal L2,Offer2,Call Center,207.75186,Four-Door Car,Medsize,1
7688,DU38713,Arizona,5807.994569,Basic,High School or Below,Employed,F,70717,Rural,Married,72,20.0,89,0.0,5,Personal Auto,Personal L1,Offer2,Call Center,37.28874,Two-Door Car,Medsize,0
7689,PQ72803,Washington,2886.451602,Extended,High School or Below,Retired,F,10312,Suburban,Married,78,10.0,63,0.0,1,Personal Auto,Personal L3,Offer2,Agent,486.278557,Four-Door Car,Large,1
7690,UF31027,California,4298.664542,Basic,College,Employed,F,76778,Urban,Married,107,31.0,46,1.0,1,Personal Auto,Personal L3,Offer1,Agent,500.665061,SUV,Small,1
7691,HG51739,Oregon,2660.009874,Basic,College,Unemployed,F,0,Suburban,Single,73,18.0,61,0.0,1,Personal Auto,Personal L1,Offer1,Call Center,350.4,Four-Door Car,Medsize,0
7692,YF87007,Oregon,10083.48688,Extended,High School or Below,Retired,F,11828,Suburban,Divorced,90,18.0,84,0.0,2,Corporate Auto,Corporate L1,Offer1,Agent,571.479602,Four-Door Car,Large,1
7693,PT70350,Oregon,28511.03331,Premium,High School or Below,Employed,M,27607,Suburban,Married,104,15.0,56,0.0,2,Corporate Auto,Corporate L1,Offer4,Agent,640.584145,Four-Door Car,Medsize,0
7694,CD56261,California,7432.203079,Basic,High School or Below,Unemployed,F,0,Suburban,Single,102,16.0,34,0.0,5,Corporate Auto,Corporate L3,Offer2,Call Center,1037.274096,SUV,Medsize,0
7695,VG58889,California,5040.775434,Basic,Bachelor,Disabled,F,22350,Suburban,Married,66,15.149070740488469,3,0.384256105867471,5,Corporate Auto,Corporate L3,Offer1,Agent,316.8,Two-Door Car,Large,0
7696,KE63160,Oregon,6057.07208,Extended,Bachelor,Retired,M,27681,Suburban,Married,83,13.0,62,0.0,9,Personal Auto,Personal L3,Offer2,Agent,398.4,Two-Door Car,Medsize,1
7697,MU67498,California,7200.664877,Basic,College,Unemployed,F,0,Suburban,Married,66,16.0,77,0.0,2,Corporate Auto,Corporate L2,Offer2,Agent,316.8,Four-Door Car,Medsize,1
7698,PR13091,Oregon,9206.429641,Basic,College,Employed,F,55542,Urban,Single,117,1.0,76,0.0,5,Personal Auto,Personal L3,Offer1,Web,310.651386,Sports Car,Medsize,0
7699,LX72964,Arizona,11260.90364,Extended,High School or Below,Employed,F,88304,Urban,Single,95,2.0,17,0.0,2,Personal Auto,Personal L3,Offer2,Branch,276.467811,Four-Door Car,Large,0
7700,UG12132,Washington,5256.923177,Basic,College,Employed,F,77693,Urban,Married,65,30.0,15,0.0,7,Personal Auto,Personal L1,Offer2,Call Center,225.045919,Four-Door Car,Medsize,0
7701,IS21172,Oregon,4726.869327,Extended,Bachelor,Medical Leave,F,13037,Suburban,Married,124,28.0,49,0.0,1,Personal Auto,Personal L1,Offer2,Agent,839.348464,SUV,Small,1
7702,WH52799,Arizona,3808.122147,Extended,College,Employed,F,94903,Suburban,Married,94,3.0,38,0.0,1,Corporate Auto,Corporate L2,Offer2,Agent,451.2,Two-Door Car,Small,1
7703,MB12747,Nevada,9788.713108,Extended,Bachelor,Employed,M,31930,Rural,Married,83,19.0,30,0.0,2,Personal Auto,Personal L3,Offer1,Branch,37.699658,Four-Door Car,Medsize,0
7704,HA72996,Nevada,4349.30875,Basic,College,Employed,F,75648,Rural,Married,108,28.0,10,0.0,1,Corporate Auto,Corporate L3,Offer2,Branch,112.660916,SUV,Large,1
7705,XO96556,Arizona,2551.226692,Basic,Master,Employed,M,79751,Suburban,Married,63,15.0,67,0.0,1,Personal Auto,Personal L1,Offer3,Web,392.235698,Two-Door Car,Small,1
7706,KS46420,Washington,13411.31102,Basic,Master,Employed,F,26140,Rural,Married,112,11.0,50,0.0,2,Personal Auto,Personal L3,Offer2,Agent,229.70752,SUV,Medsize,0
7707,LO14234,California,12263.10529,Premium,High School or Below,Unemployed,M,0,Suburban,Single,174,15.149070740488469,30,0.384256105867471,8,Personal Auto,Personal L2,Offer2,Agent,1724.234933,SUV,Medsize,0
7708,PE63707,Nevada,5452.171237,Basic,Bachelor,Employed,M,88567,Suburban,Married,67,9.0,89,0.0,9,Personal Auto,Personal L2,Offer1,Web,321.6,Four-Door Car,Medsize,0
7709,LZ52266,California,3731.504584,Extended,High School or Below,Unemployed,F,0,Suburban,Married,96,31.0,34,0.0,1,Personal Auto,Personal L1,Offer1,Agent,460.8,Four-Door Car,Large,1
7710,MB32944,Nevada,2635.505781,Basic,Master,Employed,M,77350,Suburban,Divorced,66,11.0,4,0.0,1,Personal Auto,Personal L1,Offer4,Branch,316.8,Four-Door Car,Medsize,0
7711,XW54288,California,3732.345012,Extended,Bachelor,Employed,M,35461,Rural,Married,95,26.0,57,1.0,1,Corporate Auto,Corporate L3,Offer1,Agent,9.214343,Four-Door Car,Medsize,0
7712,KM18818,Arizona,2590.654042,Basic,College,Employed,F,25981,Rural,Married,65,33.0,38,0.0,1,Personal Auto,Personal L3,Offer1,Agent,77.54669,Two-Door Car,Large,0
7713,AK17025,Washington,5801.828142,Extended,Bachelor,Unemployed,M,0,Suburban,Single,83,15.149070740488469,28,0.384256105867471,4,Personal Auto,Personal L2,Offer1,Branch,597.6,Four-Door Car,Medsize,0
7714,CZ62883,California,11378.88711,Extended,Bachelor,Employed,F,34854,Suburban,Married,95,35.0,50,0.0,2,Corporate Auto,Corporate L2,Offer2,Call Center,456.0,Four-Door Car,Medsize,0
7715,QJ50723,Oregon,18948.34795,Extended,Master,Unemployed,F,0,Suburban,Married,124,13.0,70,0.0,2,Personal Auto,Personal L3,Offer1,Branch,595.2,SUV,Medsize,0
7716,MB32944,Nevada,2635.505781,Basic,Master,Employed,M,77350,Suburban,Divorced,66,11.0,4,0.0,1,Personal Auto,Personal L1,Offer4,Branch,316.8,Four-Door Car,Medsize,0
7717,ZO23305,California,4929.549699,Basic,Bachelor,Employed,M,25632,Suburban,Married,63,27.0,52,0.0,7,Personal Auto,Personal L2,Offer2,Call Center,351.270869,Two-Door Car,Medsize,1
7718,GM84292,California,14723.40712,Extended,Master,Employed,F,38401,Suburban,Married,92,17.0,62,0.0,2,Corporate Auto,Corporate L1,Offer1,Agent,441.6,Four-Door Car,Medsize,0
7719,EV14479,California,7163.796624,Extended,Bachelor,Employed,M,44527,Urban,Married,94,20.0,91,2.0,5,Personal Auto,Personal L3,Offer1,Call Center,286.960016,Four-Door Car,Large,0
7720,KB18303,California,8658.863813,Basic,College,Employed,M,62464,Urban,Married,109,23.0,45,0.0,4,Corporate Auto,Corporate L1,Offer2,Agent,400.181882,Sports Car,Medsize,1
7721,FG24548,Oregon,11044.10847,Basic,Bachelor,Employed,M,44524,Urban,Married,70,28.0,42,0.0,2,Personal Auto,Personal L3,Offer4,Web,200.768848,Four-Door Car,Medsize,0
7722,AL96740,California,2903.939763,Basic,College,Employed,F,67763,Rural,Married,73,17.0,69,1.0,1,Personal Auto,Personal L3,Offer1,Agent,59.861963,Four-Door Car,Medsize,0
7723,MN83273,California,41787.90343,Premium,High School or Below,Employed,F,46587,Suburban,Divorced,119,34.0,74,2.0,2,Personal Auto,Personal L3,Offer1,Call Center,571.2,Four-Door Car,Medsize,1
7724,EW67348,Nevada,4834.710493,Basic,College,Employed,F,38713,Suburban,Divorced,66,31.0,69,4.0,6,Personal Auto,Personal L3,Offer2,Call Center,316.8,Four-Door Car,Medsize,1
7725,DC62428,Arizona,5091.101225,Basic,High School or Below,Employed,M,20244,Suburban,Married,65,6.0,42,0.0,8,Personal Auto,Personal L3,Offer3,Branch,312.0,Four-Door Car,Medsize,0
7726,QZ34525,California,6993.380588,Basic,Bachelor,Unemployed,M,0,Suburban,Single,66,7.0,59,0.0,2,Personal Auto,Personal L3,Offer1,Agent,439.701118,Four-Door Car,Medsize,0
7727,CS32416,Oregon,5595.761077,Basic,Bachelor,Employed,M,68004,Suburban,Single,72,6.0,14,0.0,3,Corporate Auto,Corporate L2,Offer1,Agent,416.344082,Two-Door Car,Medsize,0
7728,SD67101,Nevada,3600.934326,Basic,High School or Below,Retired,F,25147,Suburban,Single,101,7.0,54,0.0,1,Personal Auto,Personal L2,Offer1,Agent,694.598288,SUV,Medsize,1
7729,CY47265,Oregon,2886.451602,Extended,High School or Below,Retired,F,10312,Suburban,Married,78,10.0,63,0.0,1,Personal Auto,Personal L3,Offer2,Agent,486.278557,Four-Door Car,Large,1
7730,BD16530,Arizona,8293.481886,Basic,Bachelor,Employed,F,70258,Urban,Divorced,69,20.0,65,0.0,2,Personal Auto,Personal L1,Offer1,Agent,225.145949,Four-Door Car,Medsize,0
7731,XK99408,California,9177.953095,Basic,High School or Below,Employed,F,29098,Suburban,Married,115,21.0,19,0.0,4,Personal Auto,Personal L1,Offer3,Web,683.554301,SUV,Medsize,0
7732,BV69462,Oregon,5612.375586,Extended,Bachelor,Unemployed,F,0,Suburban,Single,79,32.0,2,0.0,3,Corporate Auto,Corporate L3,Offer1,Branch,379.2,Two-Door Car,Medsize,0
7733,MJ54807,Nevada,16473.16905,Basic,Bachelor,Retired,M,22828,Suburban,Married,106,11.0,54,0.0,2,Personal Auto,Personal L3,Offer1,Agent,508.8,SUV,Medsize,1
7734,QB70027,California,7083.212357,Extended,Bachelor,Employed,F,41449,Rural,Married,89,15.0,45,0.0,5,Personal Auto,Personal L2,Offer4,Branch,63.516572,Four-Door Car,Medsize,0
7735,UI53874,Arizona,7294.846132,Basic,Doctor,Unemployed,F,0,Suburban,Divorced,67,13.0,91,0.0,2,Personal Auto,Personal L3,Offer1,Agent,321.6,Four-Door Car,Medsize,0
7736,ZY90118,California,4165.354461,Premium,College,Medical Leave,M,17161,Suburban,Married,113,1.0,22,1.0,1,Corporate Auto,Corporate L1,Offer1,Call Center,542.4,Four-Door Car,Small,1
7737,ZI48518,Nevada,3891.583881,Basic,High School or Below,Unemployed,F,0,Suburban,Married,103,8.0,35,0.0,1,Personal Auto,Personal L2,Offer1,Web,558.281543,Sports Car,Medsize,0
7738,JH30384,California,6503.397049,Extended,High School or Below,Disabled,F,22081,Suburban,Married,84,1.0,9,0.0,6,Personal Auto,Personal L2,Offer1,Agent,451.670309,Two-Door Car,Small,1
7739,XB91559,Washington,5274.429281,Basic,College,Employed,M,44051,Suburban,Married,67,21.0,81,0.0,3,Personal Auto,Personal L2,Offer2,Agent,321.6,Four-Door Car,Large,0
7740,QH19450,California,2558.178159,Basic,High School or Below,Unemployed,F,0,Suburban,Single,72,7.0,77,0.0,1,Corporate Auto,Corporate L3,Offer1,Call Center,345.6,Four-Door Car,Small,0
7741,RY38931,Arizona,5528.212807,Basic,Bachelor,Employed,M,36088,Suburban,Single,72,16.0,31,0.0,9,Personal Auto,Personal L3,Offer1,Agent,345.6,Four-Door Car,Medsize,1
7742,OP47206,Arizona,5232.333113,Premium,College,Unemployed,M,0,Suburban,Single,154,26.0,85,0.0,1,Corporate Auto,Corporate L2,Offer3,Agent,1140.523821,Sports Car,Medsize,0
7743,CV49750,Arizona,21423.63723,Basic,Bachelor,Unemployed,M,0,Suburban,Married,65,9.0,31,0.0,2,Personal Auto,Personal L3,Offer2,Agent,312.0,Two-Door Car,Medsize,1
7744,EO75698,Oregon,22242.51659,Premium,Bachelor,Employed,F,83894,Rural,Married,110,6.0,46,0.0,2,Personal Auto,Personal L1,Offer2,Agent,82.019005,Four-Door Car,Medsize,0
7745,RB75458,California,2230.275142,Basic,High School or Below,Unemployed,M,0,Suburban,Single,65,13.0,29,0.0,1,Personal Auto,Personal L2,Offer2,Agent,712.71287,Four-Door Car,Medsize,0
7746,NM42917,Arizona,9927.877699,Extended,College,Employed,F,58703,Rural,Married,127,32.0,26,2.0,6,Personal Auto,Personal L3,Offer3,Agent,227.916076,SUV,Small,0
7747,GJ79432,Nevada,6005.214792,Extended,High School or Below,Employed,M,26876,Suburban,Single,76,17.0,72,0.0,8,Personal Auto,Personal L3,Offer1,Agent,364.8,Four-Door Car,Medsize,1
7748,RC95515,Arizona,4792.830533,Basic,College,Medical Leave,M,20647,Urban,Divorced,63,17.0,10,0.0,7,Personal Auto,Personal L3,Offer3,Branch,185.061408,Four-Door Car,Medsize,0
7749,LU17507,California,39033.08248,Basic,Bachelor,Unemployed,F,0,Suburban,Married,180,11.0,65,0.0,2,Personal Auto,Personal L2,Offer2,Call Center,864.0,Luxury SUV,Medsize,0
7750,XD19546,California,8160.689782,Basic,High School or Below,Unemployed,F,0,Suburban,Married,109,15.0,61,0.0,7,Personal Auto,Personal L1,Offer1,Web,523.2,SUV,Medsize,0
7751,CY49953,Oregon,2827.55957,Extended,College,Unemployed,F,0,Suburban,Single,79,15.149070740488469,25,0.384256105867471,1,Special Auto,Special L2,Offer3,Branch,568.8,Four-Door Car,Medsize,0
7752,VH31071,Arizona,9256.918609,Basic,College,Disabled,F,21947,Suburban,Married,118,30.0,76,0.0,9,Personal Auto,Personal L3,Offer1,Call Center,566.4,SUV,Large,0
7753,CW49887,California,4626.801093,Basic,Master,Employed,F,79487,Suburban,Divorced,114,20.0,87,0.0,1,Special Auto,Special L1,Offer2,Branch,547.2,Four-Door Car,Medsize,1
7754,JY45326,Oregon,7360.873696,Basic,College,Employed,M,52380,Suburban,Married,186,27.0,76,2.0,1,Personal Auto,Personal L2,Offer1,Call Center,892.8,Luxury SUV,Small,0
7755,RM21896,Oregon,28699.89392,Extended,College,Employed,F,47730,Rural,Divorced,91,12.0,52,0.0,2,Personal Auto,Personal L3,Offer3,Call Center,219.440024,Four-Door Car,Medsize,0
7756,UI44314,Arizona,2620.167098,Basic,Bachelor,Employed,M,31911,Urban,Single,68,13.0,65,0.0,1,Personal Auto,Personal L3,Offer1,Branch,245.893663,Four-Door Car,Medsize,0
7757,KQ65521,Arizona,18269.27017,Basic,College,Employed,F,55761,Rural,Divorced,115,22.0,73,0.0,2,Personal Auto,Personal L3,Offer1,Branch,86.27772,Sports Car,Medsize,0
7758,NN51066,Oregon,2886.451602,Extended,High School or Below,Retired,F,10312,Suburban,Married,78,10.0,63,0.0,1,Personal Auto,Personal L2,Offer2,Agent,486.278557,Four-Door Car,Large,1
7759,FF22360,Washington,2687.314108,Basic,Doctor,Employed,F,82210,Rural,Married,68,33.0,46,4.0,1,Personal Auto,Personal L2,Offer3,Call Center,51.961915,Four-Door Car,Medsize,0
7760,IA15979,Washington,6948.325858,Extended,College,Employed,M,40598,Urban,Single,91,35.0,98,0.0,5,Personal Auto,Personal L3,Offer1,Agent,302.791402,Four-Door Car,Medsize,0
7761,FR66336,California,5325.724541,Basic,High School or Below,Unemployed,M,0,Suburban,Married,73,17.0,44,0.0,7,Personal Auto,Personal L3,Offer2,Call Center,496.474767,Two-Door Car,Medsize,1
7762,DZ48278,Nevada,2853.512645,Basic,High School or Below,Employed,M,38798,Urban,Married,72,24.0,48,0.0,1,Personal Auto,Personal L3,Offer2,Web,332.945455,Four-Door Car,Medsize,0
7763,MA83261,Arizona,2785.418107,Basic,High School or Below,Employed,M,66378,Rural,Divorced,71,20.0,61,0.0,1,Corporate Auto,Corporate L3,Offer2,Call Center,158.000332,Four-Door Car,Medsize,0
7764,DY22043,Oregon,5499.447223,Basic,High School or Below,Employed,F,88768,Suburban,Married,68,17.0,77,0.0,7,Personal Auto,Personal L3,Offer3,Branch,326.4,Four-Door Car,Medsize,0
7765,FP66891,California,2178.520191,Basic,Bachelor,Unemployed,M,0,Suburban,Single,65,18.0,63,0.0,1,Personal Auto,Personal L1,Offer1,Agent,319.49223,Four-Door Car,Large,0
7766,CX12134,Nevada,4220.613534,Premium,High School or Below,Employed,M,32471,Suburban,Single,110,0.0,87,0.0,1,Personal Auto,Personal L2,Offer2,Agent,528.0,Two-Door Car,Medsize,0
7767,ND77597,Oregon,11084.60844,Basic,Bachelor,Employed,M,25542,Suburban,Married,70,21.0,47,0.0,2,Personal Auto,Personal L3,Offer2,Branch,448.374285,Four-Door Car,Medsize,0
